Time,cPOMh,cPOMo,cMOM,cDOM,cQOM,cMBA,cMBD,cEM,nPOMh,nPOMo,nMOM,nDOM,nQOM,nMBA,nMBD,nEM
2360.0,0.18540173219635048,0.2019608213375062,1.3498229074825516,9.26709467431511e-5,6.260691334644528e-20,0.018685867172497313,0.013878642314271388,0.00013391021833444338,0.00038496760104236936,0.026132095893279188,0.1345251775502335,4.314563907418953e-6,0.019313957825208363,0.004323547641294676,0.003747411553662942,4.463673944481537e-5
2361.0,0.18612622009086408,0.2021704600171896,1.349950144687026,9.33620271729988e-5,5.782609475217188e-20,0.018637586742806248,0.013837282114773464,0.00013406674251548778,0.00038637867142939976,0.02613563649783195,0.1345258755333759,4.348587738665586e-6,0.019313957825208363,0.004337543912291073,0.003736263888381807,4.468891417183016e-5
2362.0,0.18686070423197354,0.2023822130074901,1.350077158671923,9.391782705878096e-5,5.347848320187797e-20,0.018691991626781517,0.013795491221046343,0.0001342140374001896,0.000387810034223587,0.026139273209470907,0.13452656441093558,4.3792555855830525e-6,0.019313957825208363,0.004351353708839311,0.00372499980842481,4.473801246673074e-5
2363.0,0.18759889411158587,0.2025952369730244,1.3502055956922785,9.467553817240167e-5,4.939473408825724e-20,0.018658964835565735,0.0137541240319472,0.00013437006744671534,0.0003892486508713307,0.026142901355345454,0.13452726611679483,4.412795519192197e-6,0.019313957825208363,0.004364956628293189,0.0037138500144888935,4.4790022482239374e-5
2364.0,0.18834333603977482,0.20280984784660064,1.350334643716747,9.529861261608333e-5,4.562283014720884e-20,0.018637576261647335,0.013712760272142369,0.0001345248322299484,0.00039069984176542407,0.026146570338368928,0.1345279697136271,4.442986406662359e-6,0.019313957825208363,0.004378370265632054,0.003702701026410698,4.4841610743317085e-5
2365.0,0.1890966497375215,0.2030263657912063,1.3504634716042612,9.5784764753738e-5,4.2192711890819885e-20,0.018716020365891872,0.013670988782436581,0.0001346711200021353,0.0003921690750300916,0.02615032996389288,0.13452866415541984,4.46981188552289e-6,0.019313957825208363,0.004391711018246384,0.00369144182241096,4.4890373334046083e-5
2366.0,0.1898587045601434,0.20324475299141165,1.3505920559818037,9.625405908971288e-5,3.907053580547575e-20,0.018881850047825957,0.01362881060468276,0.00013481155562349186,0.00039365609436284625,0.026154179547022892,0.1345293493292573,4.495850901165173e-6,0.019313957825208363,0.004405080058521639,0.003680072682604184,4.493718520783163e-5
2367.0,0.190625903225522,0.2034645207658307,1.350721250329854,9.680721286074296e-5,3.617939449061803e-20,0.019036819164241284,0.013586661155888465,0.0001349561633727625,0.0003951534726321927,0.026158064659102233,0.1345300363146014,4.522194930406732e-6,0.019313957825208363,0.004418471732567847,0.003668711176918247,4.498538779092186e-5
2368.0,0.19139776859398364,0.20368558440507975,1.350851063033209,9.733339331400845e-5,3.350219183644553e-20,0.019181765711209404,0.013544545440188474,0.00013510463324508933,0.0003966602542466012,0.026161982928475318,0.13453072513852737,4.547009512236924e-6,0.019313957825208363,0.004431886640303717,0.0036573586571256545,4.503487774836412e-5
2369.0,0.1921740472886615,0.20390790125417804,1.3509815020280094,9.784655330429832e-5,3.102309681100538e-20,0.0193175673101905,0.01350246725116362,0.00013525667963644152,0.000398175931279393,0.02616593314039144,0.13453141582613107,4.57106124838739e-6,0.019313957825208363,0.0044453257549396516,0.003646016147353128,4.508555987881486e-5
2370.0,0.1929510358143996,0.20413097668622615,1.3511134484612217,9.844697103654249e-5,2.869064855214475e-20,0.0193521123269922,0.013460851322817753,0.00013541993910358148,0.00039969286396740353,0.026169860344566965,0.13453211960505018,4.5954404146970475e-6,0.019313957825208363,0.004458710904126766,0.0036347983376251317,4.5139979701194833e-5
